"","task","trialsLeft","practice","trialNum","word1","patch","colorRT","colorResponse","isicolorRT","congruent","colorAccurate","word2","sameResponse","sameRT","isisameRT","same","sameAccurate","word","ink","subid"
"1","wm",12,TRUE,0,"yellow","green",0,"NA",0,FALSE,FALSE,"green","same",1907,0,FALSE,FALSE,NA,NA,1
"2","wm",11,TRUE,1,"green","blue",0,"NA",0,FALSE,FALSE,"red","NA",0,0,FALSE,FALSE,NA,NA,1
"3","wm",10,TRUE,2,"red","red",501,NA,0,TRUE,NA,"red","same",1342,0,TRUE,TRUE,NA,NA,1
"4","wm",9,TRUE,3,"red","green",0,"NA",0,FALSE,FALSE,"green","same",2226,0,FALSE,FALSE,NA,NA,1
"5","wm",8,TRUE,4,"green","red",0,"NA",0,FALSE,FALSE,"green","diff",2445,0,TRUE,FALSE,NA,NA,1
"6","wm",7,TRUE,5,"blue","yellow",0,"NA",0,FALSE,FALSE,"yellow","same",2288,0,FALSE,FALSE,NA,NA,1
"7","wm",6,TRUE,6,"blue","yellow",0,"NA",0,FALSE,FALSE,"yellow","diff",2767,0,FALSE,TRUE,NA,NA,1
"8","wm",5,TRUE,7,"red","red",0,"NA",0,TRUE,FALSE,"green",NA,942,0,FALSE,NA,NA,NA,1
"9","wm",4,TRUE,8,"yellow","yellow",0,"NA",0,TRUE,FALSE,"yellow","NA",0,0,TRUE,FALSE,NA,NA,1
"10","wm",3,TRUE,9,"green","blue",0,"NA",0,FALSE,FALSE,"blue","same",1251,0,FALSE,FALSE,NA,NA,1
"11","wm",2,TRUE,10,"yellow","blue",0,"NA",0,FALSE,FALSE,"blue","diff",1675,0,FALSE,TRUE,NA,NA,1
"12","wm",1,TRUE,11,"blue","yellow",237,"blue",0,FALSE,FALSE,"red","diff",1793,0,FALSE,TRUE,NA,NA,1
"13","wm",72,FALSE,0,"green","green",258,"green",0,TRUE,TRUE,"green","same",2543,0,TRUE,TRUE,NA,NA,1
"14","wm",71,FALSE,1,"red","blue",0,"blue",42,FALSE,FALSE,"red","same",1299,0,TRUE,TRUE,NA,NA,1
"15","wm",70,FALSE,2,"red","red",0,"red",33,TRUE,FALSE,"red","same",505,0,TRUE,TRUE,NA,NA,1
"16","wm",69,FALSE,3,"yellow","green",0,"green",6,FALSE,FALSE,"green","diff",1250,0,FALSE,TRUE,NA,NA,1
"17","wm",68,FALSE,4,"green","red",392,"red",0,FALSE,TRUE,"green","same",812,0,TRUE,TRUE,NA,NA,1
"18","wm",67,FALSE,5,"green","yellow",0,"yellow",228,FALSE,FALSE,"yellow","diff",1328,0,FALSE,TRUE,NA,NA,1
"19","wm",66,FALSE,6,"red","yellow",0,"yellow",473,FALSE,FALSE,"yellow","diff",1361,0,FALSE,TRUE,NA,NA,1
"20","wm",65,FALSE,7,"green","red",421,"red",0,FALSE,TRUE,"green","same",1391,0,TRUE,TRUE,NA,NA,1
"21","wm",64,FALSE,8,"yellow","yellow",0,"yellow",1,TRUE,FALSE,"yellow","same",770,0,TRUE,TRUE,NA,NA,1
"22","wm",63,FALSE,9,"blue","blue",0,"blue",310,TRUE,FALSE,"blue","same",841,0,TRUE,TRUE,NA,NA,1
"23","wm",62,FALSE,10,"yellow","blue",0,"blue",35,FALSE,FALSE,"blue","same",548,0,FALSE,FALSE,NA,NA,1
"24","wm",61,FALSE,11,"yellow","yellow",0,"yellow",8,TRUE,FALSE,"red","diff",966,0,FALSE,TRUE,NA,NA,1
"25","wm",60,FALSE,12,"red","red",391,"red",0,TRUE,TRUE,"green","diff",1309,0,FALSE,TRUE,NA,NA,1
"26","wm",59,FALSE,13,"green","green",403,"green",0,TRUE,TRUE,"red","diff",1186,0,FALSE,TRUE,NA,NA,1
"27","wm",58,FALSE,14,"blue","blue",313,"blue",0,TRUE,TRUE,"red","diff",1056,0,FALSE,TRUE,NA,NA,1
"28","wm",57,FALSE,15,"red","blue",0,"blue",117,FALSE,FALSE,"red","same",1100,0,TRUE,TRUE,NA,NA,1
"29","wm",56,FALSE,16,"yellow","green",358,"green",0,FALSE,TRUE,"green","diff",1045,0,FALSE,TRUE,NA,NA,1
"30","wm",55,FALSE,17,"green","green",0,"green",205,TRUE,FALSE,"red","diff",1039,0,FALSE,TRUE,NA,NA,1
"31","wm",54,FALSE,18,"red","red",385,"red",0,TRUE,TRUE,"green","diff",1057,0,FALSE,TRUE,NA,NA,1
"32","wm",53,FALSE,19,"blue","green",0,"green",77,FALSE,FALSE,"green","diff",1130,0,FALSE,TRUE,NA,NA,1
"33","wm",52,FALSE,20,"blue","blue",0,"blue",19,TRUE,FALSE,"red","diff",973,0,FALSE,TRUE,NA,NA,1
"34","wm",51,FALSE,21,"blue","blue",0,"blue",37,TRUE,FALSE,"blue","same",854,0,TRUE,TRUE,NA,NA,1
"35","wm",50,FALSE,22,"green","green",327,"green",0,TRUE,TRUE,"blue","diff",1583,0,FALSE,TRUE,NA,NA,1
"36","wm",49,FALSE,23,"green","green",0,"green",127,TRUE,FALSE,"green","same",722,0,TRUE,TRUE,NA,NA,1
"37","wm",48,FALSE,24,"green","blue",0,"blue",50,FALSE,FALSE,"green","same",1205,0,TRUE,TRUE,NA,NA,1
"38","wm",47,FALSE,25,"yellow","yellow",349,"yellow",0,TRUE,TRUE,"yellow","same",827,0,TRUE,TRUE,NA,NA,1
"39","wm",46,FALSE,26,"green","yellow",490,"yellow",0,FALSE,TRUE,"yellow","diff",1232,0,FALSE,TRUE,NA,NA,1
"40","wm",45,FALSE,27,"yellow","red",482,"red",0,FALSE,TRUE,"yellow","same",1142,0,TRUE,TRUE,NA,NA,1
"41","wm",44,FALSE,28,"green","green",0,"green",46,TRUE,FALSE,"red","diff",1673,0,FALSE,TRUE,NA,NA,1
"42","wm",43,FALSE,29,"red","green",0,"green",16,FALSE,FALSE,"red","same",1268,0,TRUE,TRUE,NA,NA,1
"43","wm",42,FALSE,30,"blue","blue",349,"blue",0,TRUE,TRUE,"blue","same",1064,0,TRUE,TRUE,NA,NA,1
"44","wm",41,FALSE,31,"green","red",380,"red",0,FALSE,TRUE,"green","same",1040,0,TRUE,TRUE,NA,NA,1
"45","wm",40,FALSE,32,"green","green",397,"red",0,TRUE,FALSE,"blue","diff",1183,0,FALSE,TRUE,NA,NA,1
"46","wm",39,FALSE,33,"red","green",0,"green",104,FALSE,FALSE,"red","same",1326,0,TRUE,TRUE,NA,NA,1
"47","wm",38,FALSE,34,"blue","yellow",0,"green",110,FALSE,FALSE,"yellow","diff",1066,0,FALSE,TRUE,NA,NA,1
"48","wm",37,FALSE,35,"blue","red",435,"red",0,FALSE,TRUE,"blue","same",1510,0,TRUE,TRUE,NA,NA,1
"49","wm",36,FALSE,36,"green","yellow",0,"yellow",94,FALSE,FALSE,"yellow","diff",0,275,FALSE,FALSE,NA,NA,1
"50","wm",35,FALSE,37,"yellow","yellow",418,"yellow",0,TRUE,TRUE,"yellow","same",949,0,TRUE,TRUE,NA,NA,1
"51","wm",34,FALSE,38,"yellow","yellow",390,"yellow",0,TRUE,TRUE,"yellow","same",927,0,TRUE,TRUE,NA,NA,1
"52","wm",33,FALSE,39,"red","red",339,"red",0,TRUE,TRUE,"blue","diff",1109,0,FALSE,TRUE,NA,NA,1
"53","wm",32,FALSE,40,"red","yellow",0,"yellow",11,FALSE,FALSE,"yellow","diff",2745,0,FALSE,TRUE,NA,NA,1
"54","wm",31,FALSE,41,"blue","blue",0,"blue",236,TRUE,FALSE,"blue","NA",0,0,TRUE,FALSE,NA,NA,1
"55","wm",30,FALSE,42,"blue","yellow",480,"yellow",0,FALSE,TRUE,"yellow","diff",1323,0,FALSE,TRUE,NA,NA,1
"56","wm",29,FALSE,43,"yellow","yellow",379,"yellow",0,TRUE,TRUE,"red","diff",1606,0,FALSE,TRUE,NA,NA,1
"57","wm",28,FALSE,44,"blue","green",0,"green",32,FALSE,FALSE,"green","diff",1045,0,FALSE,TRUE,NA,NA,1
"58","wm",27,FALSE,45,"yellow","blue",0,"blue",21,FALSE,FALSE,"blue","diff",1338,0,FALSE,TRUE,NA,NA,1
"59","wm",26,FALSE,46,"blue","green",481,"green",0,FALSE,TRUE,"green","diff",1112,0,FALSE,TRUE,NA,NA,1
"60","wm",25,FALSE,47,"yellow","yellow",402,"yellow",0,TRUE,TRUE,"yellow","same",707,0,TRUE,TRUE,NA,NA,1
"61","wm",24,FALSE,48,"yellow","red",486,"red",0,FALSE,TRUE,"yellow","same",1323,0,TRUE,TRUE,NA,NA,1
"62","wm",23,FALSE,49,"yellow","red",0,"red",60,FALSE,FALSE,"yellow","same",836,0,TRUE,TRUE,NA,NA,1
"63","wm",22,FALSE,50,"red","green",350,"green",0,FALSE,TRUE,"red","same",878,0,TRUE,TRUE,NA,NA,1
"64","wm",21,FALSE,51,"blue","red",487,"red",0,FALSE,TRUE,"blue","same",623,0,TRUE,TRUE,NA,NA,1
"65","wm",20,FALSE,52,"blue","blue",263,"blue",0,TRUE,TRUE,"blue","same",899,0,TRUE,TRUE,NA,NA,1
"66","wm",19,FALSE,53,"blue","yellow",419,"yellow",0,FALSE,TRUE,"yellow","diff",1063,0,FALSE,TRUE,NA,NA,1
"67","wm",18,FALSE,54,"yellow","yellow",367,"yellow",0,TRUE,TRUE,"yellow","same",1068,0,TRUE,TRUE,NA,NA,1
"68","wm",17,FALSE,55,"red","red",365,"red",0,TRUE,TRUE,"red","same",611,0,TRUE,TRUE,NA,NA,1
"69","wm",16,FALSE,56,"blue","blue",459,"blue",0,TRUE,TRUE,"blue","same",872,0,TRUE,TRUE,NA,NA,1
"70","wm",15,FALSE,57,"green","green",0,"green",68,TRUE,FALSE,"green","same",1099,0,TRUE,TRUE,NA,NA,1
"71","wm",14,FALSE,58,"blue","red",0,"red",24,FALSE,FALSE,"blue","same",780,0,TRUE,TRUE,NA,NA,1
"72","wm",13,FALSE,59,"yellow","yellow",0,"green",207,TRUE,FALSE,"red","diff",1926,0,FALSE,TRUE,NA,NA,1
"73","wm",12,FALSE,60,"blue","blue",435,"blue",0,TRUE,TRUE,"red","diff",847,0,FALSE,TRUE,NA,NA,1
"74","wm",11,FALSE,61,"red","red",315,"red",0,TRUE,TRUE,"green","diff",1172,0,FALSE,TRUE,NA,NA,1
"75","wm",10,FALSE,62,"green","blue",0,"blue",76,FALSE,FALSE,"green","same",1042,0,TRUE,TRUE,NA,NA,1
"76","wm",9,FALSE,63,"green","green",334,"green",0,TRUE,TRUE,"blue","diff",911,0,FALSE,TRUE,NA,NA,1
"77","wm",8,FALSE,64,"red","red",325,"red",0,TRUE,TRUE,"blue","diff",717,0,FALSE,TRUE,NA,NA,1
"78","wm",7,FALSE,65,"red","red",475,"red",0,TRUE,TRUE,"blue","diff",856,0,FALSE,TRUE,NA,NA,1
"79","wm",6,FALSE,66,"red","red",0,"red",11,TRUE,FALSE,"red","same",1219,0,TRUE,TRUE,NA,NA,1
"80","wm",5,FALSE,67,"red","yellow",0,"yellow",45,FALSE,FALSE,"yellow","diff",1613,0,FALSE,TRUE,NA,NA,1
"81","wm",4,FALSE,68,"green","blue",0,"NA",0,FALSE,FALSE,"green","same",2285,0,TRUE,TRUE,NA,NA,1
"82","wm",3,FALSE,69,"yellow","green",473,"green",0,FALSE,TRUE,"green","same",875,0,FALSE,FALSE,NA,NA,1
"83","wm",2,FALSE,70,"yellow","blue",501,"blue",0,FALSE,TRUE,"blue","diff",808,0,FALSE,TRUE,NA,NA,1
"84","wm",1,FALSE,71,"red","blue",0,"blue",6,FALSE,FALSE,"red","same",623,0,TRUE,TRUE,NA,NA,1
"85","classic",12,TRUE,0,NA,NA,0,"NA",0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"yellow","green",1
"86","classic",11,TRUE,1,NA,NA,0,"NA",0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"blue","yellow",1
"87","classic",10,TRUE,2,NA,NA,0,"NA",0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"red","green",1
"88","classic",9,TRUE,3,NA,NA,384,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA,"yellow","yellow",1
"89","classic",8,TRUE,4,NA,NA,0,"NA",0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"blue","red",1
"90","classic",7,TRUE,5,NA,NA,424,"blue",0,FALSE,TRUE,NA,NA,NA,NA,NA,NA,"yellow","blue",1
"91","classic",6,TRUE,6,NA,NA,468,"red",0,TRUE,TRUE,NA,NA,NA,NA,NA,NA,"red","red",1
"92","classic",5,TRUE,7,NA,NA,411,"yellow",0,TRUE,FALSE,NA,NA,NA,NA,NA,NA,"green","green",1
"93","classic",4,TRUE,8,NA,NA,0,"NA",0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"green","blue",1
"94","classic",3,TRUE,9,NA,NA,0,"NA",0,TRUE,FALSE,NA,NA,NA,NA,NA,NA,"blue","blue",1
"95","classic",2,TRUE,10,NA,NA,348,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,"red","yellow",1
"96","classic",1,TRUE,11,NA,NA,0,"NA",0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"green","red",1
"97","classic",48,FALSE,0,NA,NA,0,"NA",0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"yellow","red",1
"98","classic",47,FALSE,1,NA,NA,0,"yellow",55,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"green","yellow",1
"99","classic",46,FALSE,2,NA,NA,403,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA,"green","green",1
"100","classic",45,FALSE,3,NA,NA,0,"red",24,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"red","blue",1
"101","classic",44,FALSE,4,NA,NA,484,"yellow",0,TRUE,FALSE,NA,NA,NA,NA,NA,NA,"green","green",1
"102","classic",43,FALSE,5,NA,NA,0,"blue",54,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"blue","red",1
"103","classic",42,FALSE,6,NA,NA,451,"red",0,TRUE,TRUE,NA,NA,NA,NA,NA,NA,"red","red",1
"104","classic",41,FALSE,7,NA,NA,477,"blue",0,TRUE,TRUE,NA,NA,NA,NA,NA,NA,"blue","blue",1
"105","classic",40,FALSE,8,NA,NA,383,"blue",0,FALSE,TRUE,NA,NA,NA,NA,NA,NA,"yellow","blue",1
"106","classic",39,FALSE,9,NA,NA,447,"red",0,FALSE,TRUE,NA,NA,NA,NA,NA,NA,"green","red",1
"107","classic",38,FALSE,10,NA,NA,429,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA,"yellow","yellow",1
"108","classic",37,FALSE,11,NA,NA,364,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA,"yellow","yellow",1
"109","classic",36,FALSE,12,NA,NA,337,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA,"yellow","yellow",1
"110","classic",35,FALSE,13,NA,NA,294,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA,"yellow","yellow",1
"111","classic",34,FALSE,14,NA,NA,0,"yellow",138,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"red","green",1
"112","classic",33,FALSE,15,NA,NA,459,"blue",0,TRUE,TRUE,NA,NA,NA,NA,NA,NA,"blue","blue",1
"113","classic",32,FALSE,16,NA,NA,475,"blue",0,FALSE,TRUE,NA,NA,NA,NA,NA,NA,"red","blue",1
"114","classic",31,FALSE,17,NA,NA,0,"blue",5,TRUE,FALSE,NA,NA,NA,NA,NA,NA,"blue","blue",1
"115","classic",30,FALSE,18,NA,NA,485,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,"blue","yellow",1
"116","classic",29,FALSE,19,NA,NA,0,"yellow",65,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"yellow","green",1
"117","classic",28,FALSE,20,NA,NA,0,"blue",191,TRUE,FALSE,NA,NA,NA,NA,NA,NA,"blue","blue",1
"118","classic",27,FALSE,21,NA,NA,366,"yellow",0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"yellow","green",1
"119","classic",26,FALSE,22,NA,NA,396,"blue",0,FALSE,TRUE,NA,NA,NA,NA,NA,NA,"green","blue",1
"120","classic",25,FALSE,23,NA,NA,501,"yellow",0,FALSE,TRUE,NA,NA,NA,NA,NA,NA,"green","yellow",1
"121","classic",24,FALSE,24,NA,NA,431,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,"blue","green",1
"122","classic",23,FALSE,25,NA,NA,473,"red",0,TRUE,TRUE,NA,NA,NA,NA,NA,NA,"red","red",1
"123","classic",22,FALSE,26,NA,NA,419,"blue",0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"red","yellow",1
"124","classic",21,FALSE,27,NA,NA,0,"NA",0,TRUE,FALSE,NA,NA,NA,NA,NA,NA,"red","red",1
"125","classic",20,FALSE,28,NA,NA,484,"yellow",0,TRUE,FALSE,NA,NA,NA,NA,NA,NA,"green","green",1
"126","classic",19,FALSE,29,NA,NA,411,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA,"yellow","yellow",1
"127","classic",18,FALSE,30,NA,NA,415,"yellow",0,TRUE,FALSE,NA,NA,NA,NA,NA,NA,"green","green",1
"128","classic",17,FALSE,31,NA,NA,0,"NA",0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"red","green",1
"129","classic",16,FALSE,32,NA,NA,309,"red",0,FALSE,TRUE,NA,NA,NA,NA,NA,NA,"yellow","red",1
"130","classic",15,FALSE,33,NA,NA,366,NA,0,TRUE,NA,NA,NA,NA,NA,NA,NA,"yellow","yellow",1
"131","classic",14,FALSE,34,NA,NA,0,"yellow",23,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"green","red",1
"132","classic",13,FALSE,35,NA,NA,437,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,"blue","red",1
"133","classic",12,FALSE,36,NA,NA,0,"red",17,TRUE,FALSE,NA,NA,NA,NA,NA,NA,"red","red",1
"134","classic",11,FALSE,37,NA,NA,0,"NA",0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"blue","yellow",1
"135","classic",10,FALSE,38,NA,NA,451,"yellow",0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"green","blue",1
"136","classic",9,FALSE,39,NA,NA,459,"red",0,TRUE,TRUE,NA,NA,NA,NA,NA,NA,"red","red",1
"137","classic",8,FALSE,40,NA,NA,451,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,"red","yellow",1
"138","classic",7,FALSE,41,NA,NA,453,"blue",0,TRUE,TRUE,NA,NA,NA,NA,NA,NA,"blue","blue",1
"139","classic",6,FALSE,42,NA,NA,0,"NA",0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"yellow","blue",1
"140","classic",5,FALSE,43,NA,NA,0,"NA",0,TRUE,FALSE,NA,NA,NA,NA,NA,NA,"blue","blue",1
"141","classic",4,FALSE,44,NA,NA,364,"yellow",0,TRUE,FALSE,NA,NA,NA,NA,NA,NA,"red","red",1
"142","classic",3,FALSE,45,NA,NA,0,"NA",0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"blue","green",1
"143","classic",2,FALSE,46,NA,NA,421,"yellow",0,TRUE,FALSE,NA,NA,NA,NA,NA,NA,"green","green",1
"144","classic",1,FALSE,47,NA,NA,356,"yellow",0,TRUE,FALSE,NA,NA,NA,NA,NA,NA,"green","green",1
"145","wm",12,TRUE,0,"red","yellow",0,"NA",0,FALSE,FALSE,"yellow","NA",0,0,FALSE,FALSE,NA,NA,2
"146","wm",11,TRUE,1,"green","red",0,"NA",0,FALSE,FALSE,"yellow","diff",2337,0,FALSE,TRUE,NA,NA,2
"147","wm",10,TRUE,2,"blue","red",0,"NA",0,FALSE,FALSE,"red","diff",2023,0,FALSE,TRUE,NA,NA,2
"148","wm",9,TRUE,3,"green","green",0,"NA",0,TRUE,FALSE,"green","diff",895,0,TRUE,FALSE,NA,NA,2
"149","wm",8,TRUE,4,"red","red",0,"NA",0,TRUE,FALSE,"green","same",2342,0,FALSE,FALSE,NA,NA,2
"150","wm",7,TRUE,5,"yellow","blue",0,"NA",0,FALSE,FALSE,"blue","same",2451,0,FALSE,FALSE,NA,NA,2
"151","wm",6,TRUE,6,"yellow","green",0,"NA",0,FALSE,FALSE,"blue","diff",436,0,FALSE,TRUE,NA,NA,2
"152","wm",5,TRUE,7,"blue","red",0,"NA",0,FALSE,FALSE,"yellow","diff",2834,0,FALSE,TRUE,NA,NA,2
"153","wm",4,TRUE,8,"green","green",0,"NA",0,TRUE,FALSE,"blue","same",589,0,FALSE,FALSE,NA,NA,2
"154","wm",3,TRUE,9,"yellow","blue",0,"NA",0,FALSE,FALSE,"red","NA",0,0,FALSE,FALSE,NA,NA,2
"155","wm",2,TRUE,10,"blue","red",0,"NA",0,FALSE,FALSE,"blue","diff",2023,0,TRUE,FALSE,NA,NA,2
"156","wm",1,TRUE,11,"red","blue",0,"NA",0,FALSE,FALSE,"red","same",2116,0,TRUE,TRUE,NA,NA,2
"157","wm",72,FALSE,0,"green","yellow",0,NA,197,FALSE,FALSE,"yellow","diff",2652,0,FALSE,TRUE,NA,NA,2
"158","wm",71,FALSE,1,"yellow","red",0,"red",172,FALSE,FALSE,"yellow","same",1857,0,TRUE,TRUE,NA,NA,2
"159","wm",70,FALSE,2,"red","red",0,"NA",0,TRUE,FALSE,"red","same",1871,0,TRUE,TRUE,NA,NA,2
"160","wm",69,FALSE,3,"green","green",0,"NA",0,TRUE,FALSE,"green","same",1757,0,TRUE,TRUE,NA,NA,2
"161","wm",68,FALSE,4,"red","red",0,NA,712,TRUE,FALSE,"green","diff",1328,0,FALSE,TRUE,NA,NA,2
"162","wm",67,FALSE,5,"yellow","blue",0,"blue",558,FALSE,FALSE,"blue","diff",1805,0,FALSE,TRUE,NA,NA,2
"163","wm",66,FALSE,6,"green","green",0,"NA",0,TRUE,FALSE,"blue","same",1526,0,FALSE,FALSE,NA,NA,2
"164","wm",65,FALSE,7,"yellow","red",0,"red",218,FALSE,FALSE,"yellow","same",1604,0,TRUE,TRUE,NA,NA,2
"165","wm",64,FALSE,8,"green","green",0,"NA",0,TRUE,FALSE,"blue","diff",1224,0,FALSE,TRUE,NA,NA,2
"166","wm",63,FALSE,9,"blue","blue",0,"NA",0,TRUE,FALSE,"red","diff",2183,0,FALSE,TRUE,NA,NA,2
"167","wm",62,FALSE,10,"blue","red",0,"red",315,FALSE,FALSE,"blue","same",1463,0,TRUE,TRUE,NA,NA,2
"168","wm",61,FALSE,11,"red","blue",0,"NA",0,FALSE,FALSE,"red","same",1811,0,TRUE,TRUE,NA,NA,2
"169","wm",60,FALSE,12,"green","yellow",0,"yellow",934,FALSE,FALSE,"yellow","diff",1796,0,FALSE,TRUE,NA,NA,2
"170","wm",59,FALSE,13,"green","red",0,"red",88,FALSE,FALSE,"green","same",1463,0,TRUE,TRUE,NA,NA,2
"171","wm",58,FALSE,14,"blue","red",0,"red",218,FALSE,FALSE,"blue","same",1165,0,TRUE,TRUE,NA,NA,2
"172","wm",57,FALSE,15,"blue","blue",0,"blue",282,TRUE,FALSE,"red","diff",1739,0,FALSE,TRUE,NA,NA,2
"173","wm",56,FALSE,16,"blue","yellow",0,"yellow",444,FALSE,FALSE,"yellow","diff",1762,0,FALSE,TRUE,NA,NA,2
"174","wm",55,FALSE,17,"red","red",0,"red",395,TRUE,FALSE,"green","diff",2227,0,FALSE,TRUE,NA,NA,2
"175","wm",54,FALSE,18,"green","green",0,"yellow",272,TRUE,FALSE,"red","same",2008,0,FALSE,FALSE,NA,NA,2
"176","wm",53,FALSE,19,"blue","blue",0,"blue",269,TRUE,FALSE,"blue","same",1379,0,TRUE,TRUE,NA,NA,2
"177","wm",52,FALSE,20,"green","red",0,NA,992,FALSE,FALSE,"green","same",1820,0,TRUE,TRUE,NA,NA,2
"178","wm",51,FALSE,21,"yellow","yellow",480,"yellow",0,TRUE,TRUE,"yellow","same",1121,0,TRUE,TRUE,NA,NA,2
"179","wm",50,FALSE,22,"yellow","yellow",0,"yellow",504,TRUE,FALSE,"yellow","same",916,0,TRUE,TRUE,NA,NA,2
"180","wm",49,FALSE,23,"blue","yellow",0,"yellow",86,FALSE,FALSE,"yellow","diff",1460,0,FALSE,TRUE,NA,NA,2
"181","wm",48,FALSE,24,"yellow","blue",0,"blue",54,FALSE,FALSE,"blue","diff",1364,0,FALSE,TRUE,NA,NA,2
"182","wm",47,FALSE,25,"red","red",0,NA,759,TRUE,FALSE,"blue","diff",1432,0,FALSE,TRUE,NA,NA,2
"183","wm",46,FALSE,26,"blue","blue",0,"blue",343,TRUE,FALSE,"blue","same",1091,0,TRUE,TRUE,NA,NA,2
"184","wm",45,FALSE,27,"red","yellow",0,"yellow",164,FALSE,FALSE,"yellow","diff",1060,0,FALSE,TRUE,NA,NA,2
"185","wm",44,FALSE,28,"green","blue",0,"blue",497,FALSE,FALSE,"green","same",1099,0,TRUE,TRUE,NA,NA,2
"186","wm",43,FALSE,29,"red","yellow",0,"yellow",156,FALSE,FALSE,"yellow","diff",938,0,FALSE,TRUE,NA,NA,2
"187","wm",42,FALSE,30,"yellow","green",0,"red",991,FALSE,FALSE,"green","same",1493,0,FALSE,FALSE,NA,NA,2
"188","wm",41,FALSE,31,"yellow","yellow",461,"yellow",0,TRUE,TRUE,"yellow","same",984,0,TRUE,TRUE,NA,NA,2
"189","wm",40,FALSE,32,"red","red",0,NA,330,TRUE,FALSE,"red","same",791,0,TRUE,TRUE,NA,NA,2
"190","wm",39,FALSE,33,"blue","red",0,NA,87,FALSE,FALSE,"blue","same",968,0,TRUE,TRUE,NA,NA,2
"191","wm",38,FALSE,34,"red","red",0,NA,41,TRUE,FALSE,"red","same",901,0,TRUE,TRUE,NA,NA,2
"192","wm",37,FALSE,35,"red","blue",0,"NA",0,FALSE,FALSE,"red",NA,428,0,TRUE,NA,NA,NA,2
"193","wm",36,FALSE,36,"blue","yellow",0,"yellow",702,FALSE,FALSE,"yellow","diff",874,0,FALSE,TRUE,NA,NA,2
"194","wm",35,FALSE,37,"yellow","yellow",477,"yellow",0,TRUE,TRUE,"yellow","same",974,0,TRUE,TRUE,NA,NA,2
"195","wm",34,FALSE,38,"yellow","yellow",454,"yellow",0,TRUE,TRUE,"yellow","same",1000,0,TRUE,TRUE,NA,NA,2
"196","wm",33,FALSE,39,"blue","blue",0,"red",534,TRUE,FALSE,"blue","same",1259,0,TRUE,TRUE,NA,NA,2
"197","wm",32,FALSE,40,"red","blue",0,"NA",0,FALSE,FALSE,"red",NA,187,0,TRUE,NA,NA,NA,2
"198","wm",31,FALSE,41,"blue","blue",0,"red",157,TRUE,FALSE,"blue","same",1021,0,TRUE,TRUE,NA,NA,2
"199","wm",30,FALSE,42,"blue","green",0,"red",382,FALSE,FALSE,"green","diff",1513,0,FALSE,TRUE,NA,NA,2
"200","wm",29,FALSE,43,"green","green",0,"blue",378,TRUE,FALSE,"green","same",1164,0,TRUE,TRUE,NA,NA,2
"201","wm",28,FALSE,44,"red","green",0,"red",682,FALSE,FALSE,"red","same",1125,0,TRUE,TRUE,NA,NA,2
"202","wm",27,FALSE,45,"yellow","yellow",0,"yellow",133,TRUE,FALSE,"red","diff",918,0,FALSE,TRUE,NA,NA,2
"203","wm",26,FALSE,46,"yellow","green",0,"NA",0,FALSE,FALSE,"green","diff",1623,0,FALSE,TRUE,NA,NA,2
"204","wm",25,FALSE,47,"blue","green",0,"red",198,FALSE,FALSE,"green","same",734,0,FALSE,FALSE,NA,NA,2
"205","wm",24,FALSE,48,"green","green",0,"red",367,TRUE,FALSE,"blue",NA,890,0,FALSE,NA,NA,NA,2
"206","wm",23,FALSE,49,"red","red",0,NA,345,TRUE,FALSE,"blue","diff",875,0,FALSE,TRUE,NA,NA,2
